Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format,Toss Winner,Toss Decision,Random Toss Decision
England,New Zealand,New Zealand,83 runs,The Oval,"Aug 19-22, 1999",Test # 1458,Test ,England,Bat,Bat
England,New Zealand,drawn,,Manchester,"Aug 5-9, 1999",Test # 1457,Test ,England,Bat,Bat
England,New Zealand,New Zealand,9 wickets,Lord's,"Jul 22-25, 1999",Test # 1456,Test ,England,Bat,Bat
England,New Zealand,England,7 wickets,Birmingham,"Jul 1-3, 1999",Test # 1455,Test ,England,Bat,Bat
New Zealand,England,England,4 wickets,Christchurch,"Feb 14-18, 1997",Test # 1355,Test ,New Zealand,Bat,Bat
New Zealand,England,England,inns & 68 runs,Wellington,"Feb 6-10, 1997",Test # 1354,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Auckland,"Jan 24-28, 1997",Test # 1351,Test ,New Zealand,Bat,Bat
England,New Zealand,drawn,,Manchester,"Jun 30-Jul 5, 1994",Test # 1262,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jun 16-20, 1994",Test # 1261,Test ,England,Bat,Bowl
England,New Zealand,England,inns & 90 runs,Nottingham,"Jun 2-6, 1994",Test # 1260,Test ,England,Bat,Bowl
New Zealand,England,drawn,,Wellington,"Feb 6-10, 1992",Test # 1187,Test ,New Zealand,Bat,Bat
New Zealand,England,England,168 runs,Auckland,"Jan 30-Feb 3, 1992",Test # 1185,Test ,New Zealand,Bat,Bowl
New Zealand,England,England,inns & 4 runs,Christchurch,"Jan 18-22, 1992",Test # 1183,Test ,New Zealand,Bat,Bowl
England,New Zealand,England,114 runs,Birmingham,"Jul 5-10, 1990",Test # 1147,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jun 21-26, 1990",Test # 1146,Test ,England,Bat,Bat
England,New Zealand,drawn,,Nottingham,"Jun 7-12, 1990",Test # 1145,Test ,England,Bat,Bowl
New Zealand,England,drawn,,Wellington,"Mar 3-7, 1988",Test # 1094,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Auckland,"Feb 25-29, 1988",Test # 1093,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Christchurch,"Feb 12-17, 1988",Test # 1091,Test ,New Zealand,Bat,Bowl
England,New Zealand,drawn,,The Oval,"Aug 21-26, 1986",Test # 1051,Test ,England,Bat,Bat
England,New Zealand,New Zealand,8 wickets,Nottingham,"Aug 7-12, 1986",Test # 1050,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jul 24-29, 1986",Test # 1049,Test ,England,Bat,Bat
New Zealand,England,drawn,,Auckland,"Feb 10-15, 1984",Test # 977,Test ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,inns & 132 runs,Christchurch,"Feb 3-5, 1984",Test # 976,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Wellington,"Jan 20-24, 1984",Test # 975,Test ,New Zealand,Bat,Bowl
England,New Zealand,England,165 runs,Nottingham,"Aug 25-29, 1983",Test # 960,Test ,England,Bat,Bowl
England,New Zealand,England,127 runs,Lord's,"Aug 11-15, 1983",Test # 959,Test ,England,Bat,Bat
England,New Zealand,New Zealand,5 wickets,Leeds,"Jul 28-Aug 1, 1983",Test # 958,Test ,England,Bat,Bowl
England,New Zealand,England,189 runs,The Oval,"Jul 14-18, 1983",Test # 957,Test ,England,Bat,Bat
England,New Zealand,England,7 wickets,Lord's,"Aug 24-28, 1978",Test # 830,Test ,England,Bat,Bat
England,New Zealand,England,inns & 119 runs,Nottingham,"Aug 10-14, 1978",Test # 829,Test ,England,Bat,Bat
England,New Zealand,England,7 wickets,The Oval,"Jul 27-Aug 1, 1978",Test # 828,Test ,England,Bat,Bat
New Zealand,England,drawn,,Auckland,"Mar 4-10, 1978",Test # 820,Test ,New Zealand,Bat,Bat
New Zealand,England,England,174 runs,Christchurch,"Feb 24-Mar 1, 1978",Test # 818,Test ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,72 runs,Wellington,"Feb 10-15, 1978",Test # 817,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Christchurch,"Feb 28-Mar 5, 1975",Test # 758,Test ,New Zealand,Bat,Bat
New Zealand,England,England,inns & 83 runs,Auckland,"Feb 20-25, 1975",Test # 757,Test ,New Zealand,Bat,Bowl
England,New Zealand,England,inns & 1 run,Leeds,"Jul 5-10, 1973",Test # 724,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jun 21-26, 1973",Test # 723,Test ,England,Bat,Bowl
England,New Zealand,England,38 runs,Nottingham,"Jun 7-12, 1973",Test # 722,Test ,England,Bat,Bat
New Zealand,England,drawn,,Auckland,"Mar 5-8, 1971",Test # 682,Test ,New Zealand,Bat,Bowl
New Zealand,England,England,8 wickets,Christchurch,"Feb 25-Mar 1, 1971",Test # 681,Test ,New Zealand,Bat,Bat
England,New Zealand,England,8 wickets,The Oval,"Aug 21-26, 1969",Test # 658,Test ,England,Bat,Bat
England,New Zealand,drawn,,Nottingham,"Aug 7-12, 1969",Test # 657,Test ,England,Bat,Bowl
England,New Zealand,England,230 runs,Lord's,"Jul 24-28, 1969",Test # 656,Test ,England,Bat,Bowl
New Zealand,England,drawn,,Auckland,"Mar 11-15, 1966",Test # 604,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Dunedin,"Mar 4-8, 1966",Test # 603,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Christchurch,"Feb 25-Mar 1, 1966",Test # 602,Test ,New Zealand,Bat,Bat
England,New Zealand,England,inns & 187 runs,Leeds,"Jul 8-13, 1965",Test # 593,Test ,England,Bat,Bowl
England,New Zealand,England,7 wickets,Lord's,"Jun 17-22, 1965",Test # 592,Test ,England,Bat,Bowl
England,New Zealand,England,9 wickets,Birmingham,"May 27-Jun 1, 1965",Test # 591,Test ,England,Bat,Bat
New Zealand,England,England,7 wickets,Christchurch,"Mar 15-19, 1963",Test # 542,Test ,New Zealand,Bat,Bowl
New Zealand,England,England,inns & 47 runs,Wellington,"Mar 1-4, 1963",Test # 541,Test ,New Zealand,Bat,Bowl
New Zealand,England,England,inns & 215 runs,Auckland,"Feb 23-27, 1963",Test # 540,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Auckland,"Mar 14-18, 1959",Test # 472,Test ,New Zealand,Bat,Bowl
New Zealand,England,England,inns & 99 runs,Christchurch,"Feb 27-Mar 2, 1959",Test # 470,Test ,New Zealand,Bat,Bat
England,New Zealand,drawn,,The Oval,"Aug 21-26, 1958",Test # 458,Test ,England,Bat,Bat
England,New Zealand,England,inns & 13 runs,Manchester,"Jul 24-29, 1958",Test # 457,Test ,England,Bat,Bat
England,New Zealand,England,inns & 71 runs,Leeds,"Jul 3-8, 1958",Test # 456,Test ,England,Bat,Bat
England,New Zealand,England,inns & 148 runs,Lord's,"Jun 19-21, 1958",Test # 455,Test ,England,Bat,Bat
England,New Zealand,England,205 runs,Birmingham,"Jun 5-9, 1958",Test # 454,Test ,England,Bat,Bowl
New Zealand,England,England,inns & 20 runs,Auckland,"Mar 25-28, 1955",Test # 402,Test ,New Zealand,Bat,Bat
New Zealand,England,England,8 wickets,Dunedin,"Mar 11-16, 1955",Test # 401,Test ,New Zealand,Bat,Bat
New Zealand,England,England,6 wickets,Wellington,"Mar 24-28, 1951",Test # 333,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Christchurch,"Mar 17-21, 1951",Test # 332,Test ,New Zealand,Bat,Bowl
England,New Zealand,drawn,,The Oval,"Aug 13-16, 1949",Test # 317,Test ,England,Bat,Bowl
England,New Zealand,drawn,,Manchester,"Jul 23-26, 1949",Test # 316,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jun 25-28, 1949",Test # 315,Test ,England,Bat,Bat
England,New Zealand,drawn,,Leeds,"Jun 11-14, 1949",Test # 314,Test ,England,Bat,Bat
New Zealand,England,drawn,,Christchurch,"Mar 21-25, 1947",Test # 284,Test ,New Zealand,Bat,Bowl
England,New Zealand,drawn,,The Oval,"Aug 14-17, 1937",Test # 262,Test ,England,Bat,Bat
England,New Zealand,England,130 runs,Manchester,"Jul 24-27, 1937",Test # 261,Test ,England,Bat,Bowl
England,New Zealand,drawn,,Lord's,"Jun 26-29, 1937",Test # 260,Test ,England,Bat,Bat
New Zealand,England,drawn,,Auckland,"Mar 31-Apr 3, 1933",Test # 226,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Christchurch,"Mar 24-27, 1933",Test # 225,Test ,New Zealand,Bat,Bat
England,New Zealand,drawn,,Manchester,"Aug 15-18, 1931",Test # 211,Test ,England,Bat,Bat
England,New Zealand,England,inns & 26 runs,The Oval,"Jul 29-31, 1931",Test # 210,Test ,England,Bat,Bat
England,New Zealand,drawn,,Lord's,"Jun 27-30, 1931",Test # 209,Test ,England,Bat,Bowl
New Zealand,England,drawn,,Auckland,"Feb 21-24, 1930",Test # 191,Test ,New Zealand,Bat,Bowl
New Zealand,England,drawn,,Auckland,"Feb 14-17, 1930",Test # 190,Test ,New Zealand,Bat,Bat
New Zealand,England,drawn,,Wellington,"Jan 24-27, 1930",Test # 188,Test ,New Zealand,Bat,Bat
New Zealand,England,England,8 wickets,Christchurch,"Jan 10-13, 1930",Test # 186,Test ,New Zealand,Bat,Bat
England,New Zealand,New Zealand,9 wickets,Ahmedabad,5-Oct-23,ODI # 4658,ODI ,England,Bat,Bowl
England,New Zealand,England,100 runs,Lord's,15-Sep-23,ODI # 4647,ODI ,England,Bat,Bat
England,New Zealand,England,181 runs,The Oval,13-Sep-23,ODI # 4643,ODI ,England,Bat,Bat
England,New Zealand,England,79 runs,Southampton,10-Sep-23,ODI # 4640,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,8 wickets,Cardiff,8-Sep-23,ODI # 4636,ODI ,England,Bat,Bat
England,New Zealand,tied,,Lord's,14-Jul-19,ODI # 4192,ODI ,England,Bat,Bowl
England,New Zealand,England,119 runs,Chester-le-Street,3-Jul-19,ODI # 4183,ODI ,England,Bat,Bowl
New Zealand,England,England,7 wickets,Christchurch,10-Mar-18,ODI # 3992,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,5 wickets,Dunedin,7-Mar-18,ODI # 3989,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,4 runs,Wellington,3-Mar-18,ODI # 3982,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,6 wickets,Mount Maunganui,28-Feb-18,ODI # 3981,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,3 wickets,Hamilton,25-Feb-18,ODI # 3980,ODI ,New Zealand,Bat,Bat
England,New Zealand,England,87 runs,Cardiff,6-Jun-17,ODI # 3880,ODI ,England,Bat,Bowl
England,New Zealand,England,3 wickets,Chester-le-Street,20-Jun-15,ODI # 3659,ODI ,England,Bat,Bowl
England,New Zealand,England,7 wickets,Nottingham,17-Jun-15,ODI # 3657,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,3 wickets,Southampton,14-Jun-15,ODI # 3656,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,13 runs,The Oval,12-Jun-15,ODI # 3655,ODI ,England,Bat,Bowl
England,New Zealand,England,210 runs,Birmingham,9-Jun-15,ODI # 3654,ODI ,England,Bat,Bat
New Zealand,England,New Zealand,8 wickets,Wellington,20-Feb-15,ODI # 3607,ODI ,New Zealand,Bat,Bat
England,New Zealand,England,10 runs,Cardiff,16-Jun-13,ODI # 3373,ODI ,England,Bat,Bowl
England,New Zealand,England,34 runs,Nottingham,5-Jun-13,ODI # 3362,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,86 runs,Southampton,2-Jun-13,ODI # 3361,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,5 wickets,Lord's,31-May-13,ODI # 3360,ODI ,England,Bat,Bat
New Zealand,England,England,5 wickets,Auckland,23-Feb-13,ODI # 3338,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,8 wickets,Napier,20-Feb-13,ODI # 3336,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,3 wickets,Hamilton,17-Feb-13,ODI # 3335,ODI ,New Zealand,Bat,Bowl
England,New Zealand,New Zealand,4 wickets,Johannesburg,29-Sep-09,ODI # 2902,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,51 runs,Lord's,28-Jun-08,ODI # 2720,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,1 wicket,The Oval,25-Jun-08,ODI # 2714,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,22 runs,Bristol,21-Jun-08,ODI # 2710,ODI ,England,Bat,Bat
England,New Zealand,no result,,Birmingham,18-Jun-08,ODI # 2709,ODI ,England,Bat,Bowl
England,New Zealand,England,114 runs,Chester-le-Street,15-Jun-08,ODI # 2708,ODI ,England,Bat,Bowl
New Zealand,England,New Zealand,34 runs,Christchurch,23-Feb-08,ODI # 2684,ODI ,New Zealand,Bat,Bat
New Zealand,England,tied,,Napier,20-Feb-08,ODI # 2682,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,6 wickets,Auckland,15-Feb-08,ODI # 2678,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,10 wickets,Hamilton,12-Feb-08,ODI # 2677,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,6 wickets,Wellington,9-Feb-08,ODI # 2674,ODI ,New Zealand,Bat,Bat
England,New Zealand,New Zealand,6 wickets,Gros Islet,16-Mar-07,ODI # 2536,ODI ,England,Bat,Bat
England,New Zealand,England,14 runs,Brisbane,6-Feb-07,ODI # 2510,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,58 runs,W.A.C.A,30-Jan-07,ODI # 2490,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,90 runs,Adelaide,23-Jan-07,ODI # 2482,ODI ,England,Bat,Bowl
England,New Zealand,England,3 wickets,Hobart,16-Jan-07,ODI # 2475,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,6 wickets,Bristol,4-Jul-04,ODI # 2139,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,7 wickets,Chester-le-Street,29-Jun-04,ODI # 2136,ODI ,England,Bat,Bowl
New Zealand,England,New Zealand,5 wickets,Dunedin,26-Feb-02,ODI # 1813,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,33 runs,Auckland,23-Feb-02,ODI # 1812,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,43 runs,Napier,20-Feb-02,ODI # 1811,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,155 runs,Wellington,16-Feb-02,ODI # 1809,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,4 wickets,Christchurch,13-Feb-02,ODI # 1806,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,28 runs,Wellington,4-Mar-97,ODI # 1183,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,9 runs,Auckland,2-Mar-97,ODI # 1182,ODI ,New Zealand,Bat,Bat
New Zealand,England,tied,,Napier,26-Feb-97,ODI # 1181,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,6 wickets,Auckland,23-Feb-97,ODI # 1180,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,4 wickets,Christchurch,20-Feb-97,ODI # 1179,ODI ,New Zealand,Bat,Bat
England,New Zealand,New Zealand,11 runs,Ahmedabad,14-Feb-96,ODI # 1048,ODI ,England,Bat,Bat
England,New Zealand,England,42 runs,Birmingham,19-May-94,ODI # 913,ODI ,England,Bat,Bat
New Zealand,England,New Zealand,7 wickets,Wellington,15-Mar-92,ODI # 744,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,71 runs,Christchurch,15-Feb-92,ODI # 713,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,3 wickets,Dunedin,12-Feb-92,ODI # 712,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,7 wickets,Auckland,11-Jan-92,ODI # 701,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,7 runs,Auckland,16-Feb-91,ODI # 670,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,9 runs,Wellington,13-Feb-91,ODI # 669,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,14 runs,Christchurch,9-Feb-91,ODI # 668,ODI ,New Zealand,Bat,Bowl
England,New Zealand,New Zealand,8 wickets,Brisbane,15-Dec-90,ODI # 652,ODI ,England,Bat,Bat
England,New Zealand,England,33 runs,Sydney,13-Dec-90,ODI # 651,ODI ,England,Bat,Bowl
England,New Zealand,England,4 wickets,W.A.C.A,7-Dec-90,ODI # 647,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,7 runs,Adelaide,1-Dec-90,ODI # 643,ODI ,England,Bat,Bat
England,New Zealand,England,6 wickets,The Oval,25-May-90,ODI # 633,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,4 wickets,Leeds,23-May-90,ODI # 632,ODI ,England,Bat,Bat
New Zealand,England,New Zealand,4 wickets,Auckland,19-Mar-88,ODI # 510,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,7 wickets,Napier,16-Mar-88,ODI # 508,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,6 wickets,Christchurch,12-Mar-88,ODI # 505,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,5 wickets,Dunedin,9-Mar-88,ODI # 504,ODI ,New Zealand,Bat,Bat
England,New Zealand,England,6 wickets,Manchester,18-Jul-86,ODI # 389,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,47 runs,Leeds,16-Jul-86,ODI # 388,ODI ,England,Bat,Bowl
New Zealand,England,New Zealand,7 wickets,Auckland,25-Feb-84,ODI # 251,ODI ,New Zealand,Bat,Bowl
New Zealand,England,England,6 wickets,Wellington,22-Feb-84,ODI # 250,ODI ,New Zealand,Bat,Bat
New Zealand,England,England,54 runs,Christchurch,18-Feb-84,ODI # 249,ODI ,New Zealand,Bat,Bat
England,New Zealand,New Zealand,2 wickets,Birmingham,15-Jun-83,ODI # 209,ODI ,England,Bat,Bowl
England,New Zealand,England,106 runs,The Oval,9-Jun-83,ODI # 197,ODI ,England,Bat,Bat
New Zealand,England,New Zealand,84 runs,Christchurch,26-Feb-83,ODI # 185,ODI ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,103 runs,Wellington,23-Feb-83,ODI # 184,ODI ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,6 wickets,Auckland,19-Feb-83,ODI # 183,ODI ,New Zealand,Bat,Bat
England,New Zealand,New Zealand,7 wickets,W.A.C.A,5-Feb-83,ODI # 179,ODI ,England,Bat,Bowl
England,New Zealand,New Zealand,4 wickets,Adelaide,29-Jan-83,ODI # 176,ODI ,England,Bat,Bat
England,New Zealand,England,8 wickets,Sydney,20-Jan-83,ODI # 171,ODI ,England,Bat,Bowl
England,New Zealand,England,54 runs,Brisbane,15-Jan-83,ODI # 168,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,2 runs,Melbourne,13-Jan-83,ODI # 167,ODI ,England,Bat,Bowl
England,New Zealand,England,9 runs,Manchester,20-Jun-79,ODI # 72,ODI ,England,Bat,Bowl
England,New Zealand,England,126 runs,Manchester,17-Jul-78,ODI # 53,ODI ,England,Bat,Bowl
England,New Zealand,England,19 runs,Scarborough,15-Jul-78,ODI # 52,ODI ,England,Bat,Bowl
England,New Zealand,England,80 runs,Nottingham,11-Jun-75,ODI # 23,ODI ,England,Bat,Bat
New Zealand,England,no result,,Wellington,9-Mar-75,ODI # 18,ODI ,New Zealand,Bat,Bat
New Zealand,England,no result,,Dunedin,8-Mar-75,ODI # 17,ODI ,New Zealand,Bat,Bowl
England,New Zealand,no result,,Manchester,20-Jul-73,ODI # 7,ODI ,England,Bat,Bat
England,New Zealand,England,7 wickets,Swansea,18-Jul-73,ODI # 6,ODI ,England,Bat,Bat
England,New Zealand,New Zealand,6 wickets,Nottingham,5-Sep-23,T20I # 2232,T20I ,England,Bat,Bat
England,New Zealand,New Zealand,74 runs,Birmingham,3-Sep-23,T20I # 2231,T20I ,England,Bat,Bat
England,New Zealand,England,95 runs,Manchester,1-Sep-23,T20I # 2229,T20I ,England,Bat,Bat
England,New Zealand,England,7 wickets,Chester-le-Street,30-Aug-23,T20I # 2225,T20I ,England,Bat,Bowl
England,New Zealand,England,20 runs,Brisbane,1-Nov-22,T20I # 1858,T20I ,England,Bat,Bowl
England,New Zealand,New Zealand,5 wickets,Abu Dhabi,10-Nov-21,T20I # 1415,T20I ,England,Bat,Bowl
New Zealand,England,tied,,Auckland,10-Nov-19,T20I # 1012,T20I ,New Zealand,Bat,Bowl
New Zealand,England,England,76 runs,Napier,8-Nov-19,T20I # 1008,T20I ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,14 runs,Nelson,5-Nov-19,T20I # 1001,T20I ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,21 runs,Wellington,3-Nov-19,T20I # 998,T20I ,New Zealand,Bat,Bowl
New Zealand,England,England,7 wickets,Christchurch,1-Nov-19,T20I # 992,T20I ,New Zealand,Bat,Bat
New Zealand,England,England,2 runs,Hamilton,18-Feb-18,T20I # 650,T20I ,New Zealand,Bat,Bat
New Zealand,England,New Zealand,12 runs,Wellington,13-Feb-18,T20I # 647,T20I ,New Zealand,Bat,Bowl
England,New Zealand,England,7 wickets,Delhi,30-Mar-16,T20I # 555,T20I ,England,Bat,Bat
England,New Zealand,England,56 runs,Manchester,23-Jun-15,T20I # 423,T20I ,England,Bat,Bowl
England,New Zealand,New Zealand,9 runs,Chattogram,22-Mar-14,T20I # 380,T20I ,England,Bat,Bowl
England,New Zealand,no result,,The Oval,27-Jun-13,T20I # 318,T20I ,England,Bat,Bat
England,New Zealand,New Zealand,5 runs,The Oval,25-Jun-13,T20I # 317,T20I ,England,Bat,Bat
New Zealand,England,England,10 wickets,Wellington,15-Feb-13,T20I # 304,T20I ,New Zealand,Bat,Bowl
New Zealand,England,New Zealand,55 runs,Hamilton,12-Feb-13,T20I # 302,T20I ,New Zealand,Bat,Bowl
New Zealand,England,England,40 runs,Auckland,9-Feb-13,T20I # 301,T20I ,New Zealand,Bat,Bat
England,New Zealand,England,6 wickets,Pallekele,29-Sep-12,T20I # 279,T20I ,England,Bat,Bowl
England,New Zealand,England,3 wickets,Gros Islet,10-May-10,T20I # 172,T20I ,England,Bat,Bowl
England,New Zealand,England,9 wickets,Manchester,13-Jun-08,T20I # 56,T20I ,England,Bat,Bowl
New Zealand,England,England,50 runs,Christchurch,7-Feb-08,T20I # 54,T20I ,New Zealand,Bat,Bat
New Zealand,England,England,32 runs,Auckland,5-Feb-08,T20I # 53,T20I ,New Zealand,Bat,Bowl
England,New Zealand,New Zealand,5 runs,Durban,18-Sep-07,T20I # 36,T20I ,England,Bat,Bat
England,South Africa,England,9 wickets,The Oval,"Sep 8-12, 2022",Test # 2476,Test ,England,Bat,Bowl
England,South Africa,England,inns & 85 runs,Manchester,"Aug 25-27, 2022",Test # 2475,Test ,England,Bat,Bat
England,South Africa,South Africa,inns & 12 runs,Lord's,"Aug 17-19, 2022",Test # 2474,Test ,England,Bat,Bowl
South Africa,England,England,191 runs,Johannesburg,"Jan 24-27, 2020",Test # 2382,Test ,South Africa,Bat,Bat
South Africa,England,England,inns & 53 runs,Gqeberha,"Jan 16-20, 2020",Test # 2380,Test ,South Africa,Bat,Bat
South Africa,England,England,189 runs,Cape Town,"Jan 3-7, 2020",Test # 2379,Test ,South Africa,Bat,Bat
South Africa,England,South Africa,107 runs,Centurion,"Dec 26-29, 2019",Test # 2377,Test ,South Africa,Bat,Bowl
England,South Africa,England,177 runs,Manchester,"Aug 4-7, 2017",Test # 2268,Test ,England,Bat,Bowl
England,South Africa,England,239 runs,The Oval,"Jul 27-31, 2017",Test # 2266,Test ,England,Bat,Bowl
England,South Africa,South Africa,340 runs,Nottingham,"Jul 14-17, 2017",Test # 2264,Test ,England,Bat,Bat
England,South Africa,England,211 runs,Lord's,"Jul 6-9, 2017",Test # 2262,Test ,England,Bat,Bowl
South Africa,England,South Africa,280 runs,Centurion,"Jan 22-26, 2016",Test # 2200,Test ,South Africa,Bat,Bat
South Africa,England,England,7 wickets,Johannesburg,"Jan 14-16, 2016",Test # 2199,Test ,South Africa,Bat,Bowl
South Africa,England,drawn,,Cape Town,"Jan 2-6, 2016",Test # 2197,Test ,South Africa,Bat,Bat
South Africa,England,England,241 runs,Durban,"Dec 26-30, 2015",Test # 2196,Test ,South Africa,Bat,Bat
England,South Africa,South Africa,51 runs,Lord's,"Aug 16-20, 2012",Test # 2053,Test ,England,Bat,Bat
England,South Africa,drawn,,Leeds,"Aug 2-6, 2012",Test # 2051,Test ,England,Bat,Bowl
England,South Africa,South Africa,inns & 12 runs,The Oval,"Jul 19-23, 2012",Test # 2049,Test ,England,Bat,Bowl
South Africa,England,South Africa,inns & 74 runs,Johannesburg,"Jan 14-17, 2010",Test # 1948,Test ,South Africa,Bat,Bowl
South Africa,England,drawn,,Cape Town,"Jan 3-7, 2010",Test # 1946,Test ,South Africa,Bat,Bat
South Africa,England,England,inns & 98 runs,Durban,"Dec 26-30, 2009",Test # 1944,Test ,South Africa,Bat,Bat
South Africa,England,drawn,,Centurion,"Dec 16-20, 2009",Test # 1942,Test ,South Africa,Bat,Bowl
England,South Africa,England,6 wickets,The Oval,"Aug 7-11, 2008",Test # 1885,Test ,England,Bat,Bowl
England,South Africa,South Africa,5 wickets,Birmingham,"Jul 30-Aug 2, 2008",Test # 1883,Test ,England,Bat,Bowl
England,South Africa,South Africa,10 wickets,Leeds,"Jul 18-21, 2008",Test # 1881,Test ,England,Bat,Bat
England,South Africa,drawn,,Lord's,"Jul 10-14, 2008",Test # 1880,Test ,England,Bat,Bat
South Africa,England,drawn,,Centurion,"Jan 21-25, 2005",Test # 1736,Test ,South Africa,Bat,Bat
South Africa,England,England,77 runs,Johannesburg,"Jan 13-17, 2005",Test # 1734,Test ,South Africa,Bat,Bat
South Africa,England,South Africa,196 runs,Cape Town,"Jan 2-6, 2005",Test # 1732,Test ,South Africa,Bat,Bat
South Africa,England,drawn,,Durban,"Dec 26-30, 2004",Test # 1730,Test ,South Africa,Bat,Bowl
South Africa,England,England,7 wickets,Gqeberha,"Dec 17-21, 2004",Test # 1728,Test ,South Africa,Bat,Bat
England,South Africa,England,9 wickets,The Oval,"Sep 4-8, 2003",Test # 1659,Test ,England,Bat,Bat
England,South Africa,South Africa,191 runs,Leeds,"Aug 21-25, 2003",Test # 1656,Test ,England,Bat,Bat
England,South Africa,England,70 runs,Nottingham,"Aug 14-18, 2003",Test # 1654,Test ,England,Bat,Bat
England,South Africa,South Africa,inns & 92 runs,Lord's,"Jul 31-Aug 3, 2003",Test # 1653,Test ,England,Bat,Bat
England,South Africa,drawn,,Birmingham,"Jul 24-28, 2003",Test # 1651,Test ,England,Bat,Bowl
South Africa,England,England,2 wickets,Centurion,"Jan 14-18, 2000",Test # 1483,Test ,South Africa,Bat,Bat
South Africa,England,South Africa,inns & 37 runs,Cape Town,"Jan 2-5, 2000",Test # 1482,Test ,South Africa,Bat,Bat
South Africa,England,drawn,,Durban,"Dec 26-30, 1999",Test # 1480,Test ,South Africa,Bat,Bat
South Africa,England,drawn,,Gqeberha,"Dec 9-13, 1999",Test # 1475,Test ,South Africa,Bat,Bowl
South Africa,England,South Africa,inns & 21 runs,Johannesburg,"Nov 25-28, 1999",Test # 1471,Test ,South Africa,Bat,Bowl
England,South Africa,England,23 runs,Leeds,"Aug 6-10, 1998",Test # 1422,Test ,England,Bat,Bowl
England,South Africa,England,8 wickets,Nottingham,"Jul 23-27, 1998",Test # 1421,Test ,England,Bat,Bat
